brand,model_type,transmission,fuel_type,owner_type,year,engine_cc,mileage_km,tax_annual,price_usd
Daihatsu,Hatchback,Automatic,Petrol,Second,2007,1087,307692,46.58,2328.87
Suzuki,Hatchback,Automatic,Diesel,First,2020,1824,89410,171.65,8582.37
BMW,SUV,Manual,Hybrid,Third,2005,3068,276300,32.19,1609.47
Porsche,MPV,Manual,Petrol,Second,2015,1176,134580,428.15,21407.65
Toyota,Coupe,Automatic,Diesel,Second,2024,1013,15766,332.54,16626.92
BMW,MPV,Automatic,Diesel,Third,2024,3980,17302,1018.01,50900.57
VW,Sedan,Manual,Petrol,Third,2008,1356,267699,34.68,1734.18
Mercedes,Sedan,Automatic,Petrol,First,2010,3830,281955,52.81,2640.28
Honda,SUV,Manual,Petrol,Third,2020,2362,72355,272.73,13636.64
Porsche,Hatchback,Manual,Petrol,Second,2008,1167,195687,80.71,4035.27
BMW,SUV,Manual,Petrol,Second,2023,3093,37072,939.30,46965.18
VW,Hatchback,Automatic,Diesel,Second,2011,2172,252392,38.88,1943.80
Mercedes,Sedan,Automatic,Petrol,Second,2019,3941,97362,473.58,23678.85
Ferrari,Coupe,Manual,Diesel,First,2009,6068,286832,863.93,43196.40
Toyota,Sedan,Manual,Petrol,Second,2019,1306,64854,107.42,5371.16
Suzuki,MPV,Manual,Petrol,First,2010,2039,162285,61.35,3067.37
Toyota,Hatchback,Manual,Petrol,Second,2020,1222,87110,100.78,5039.23
BMW,MPV,Manual,Diesel,Third,2007,3066,275742,56.60,2829.76
Toyota,SUV,Automatic,Hybrid,Third,2019,2279,85134,238.70,11935.19
Porsche,Hatchback,Automatic,Diesel,Third,2022,1711,42069,1073.55,53677.42
Porsche,MPV,Automatic,Diesel,First,2022,1796,32268,1325.19,66259.26
Suzuki,MPV,Automatic,Hybrid,Second,2010,1006,240465,37.07,1853.70
Audi,MPV,Manual,Diesel,First,2015,1348,197360,143.05,7152.48
Toyota,Hatchback,Manual,Hybrid,First,2014,1797,207229,39.67,1983.41
BMW,Sedan,Automatic,Diesel,Second,2020,2923,94000,430.35,21517.67
VW,Sedan,Manual,Diesel,Third,2012,2458,136149,49.15,2457.74
BMW,SUV,Automatic,Petrol,First,2006,2748,348631,61.16,3058.12
Suzuki,SUV,Manual,Diesel,Third,2021,1420,41440,183.23,9161.61
Honda,Coupe,Manual,Hybrid,Second,2010,1128,223680,59.82,2991.07
BMW,MPV,Manual,Diesel,First,2010,2649,265200,61.43,3071.37
Suzuki,Hatchback,Manual,Petrol,Third,2012,1292,241761,43.93,2196.33
BMW,Coupe,Manual,Petrol,Second,2007,3859,215820,51.87,2593.72
Daihatsu,SUV,Automatic,Diesel,First,2011,1306,231378,51.93,2596.60
Porsche,SUV,Automatic,Petrol,First,2017,2378,92504,915.60,45780.08
BMW,MPV,Automatic,Petrol,Second,2009,3652,290944,76.19,3809.26
BMW,Sedan,Automatic,Petrol,Second,2019,3563,87942,413.05,20652.43
Suzuki,SUV,Manual,Petrol,Second,2009,1758,204032,24.28,1213.92
Mercedes,MPV,Manual,Hybrid,Third,2011,2589,251146,77.43,3871.26
Suzuki,MPV,Automatic,Petrol,Third,2005,1719,232880,29.79,1489.37
Toyota,Coupe,Automatic,Diesel,Third,2011,1415,162498,64.23,3211.69
Audi,Hatchback,Automatic,Petrol,First,2005,2437,306500,39.96,1998.18
Porsche,MPV,Manual,Petrol,Second,2016,1845,173601,503.44,25171.80
Porsche,SUV,Manual,Diesel,Third,2007,2018,182970,108.36,5417.99
Porsche,Coupe,Automatic,Petrol,Second,2016,1128,167517,657.34,32866.76
Toyota,Coupe,Manual,Hybrid,Third,2017,2348,146792,144.92,7245.84
Toyota,SUV,Manual,Petrol,First,2015,1713,183600,51.31,2565.72
Porsche,Hatchback,Automatic,Hybrid,Third,2011,1496,267050,179.19,8959.32
VW,MPV,Automatic,Hybrid,Third,2022,1658,56322,335.71,16785.68
Mazda,Coupe,Automatic,Hybrid,First,2016,1871,124974,216.36,10817.87
Mazda,Coupe,Manual,Petrol,Third,2008,2451,260355,38.84,1941.93
Suzuki,Sedan,Manual,Diesel,Third,2024,1953,14286,303.23,15161.65
Mercedes,Hatchback,Manual,Diesel,Second,2011,3257,220234,71.98,3599.24
Ferrari,Sedan,Manual,Hybrid,First,2021,5319,48288,3118.46,155922.96
Suzuki,Hatchback,Automatic,Hybrid,First,2015,1214,154640,70.60,3530.02
Audi,Coupe,Manual,Hybrid,First,2024,2096,13177,1270.61,63530.64
Mercedes,Sedan,Manual,Diesel,First,2007,2610,202986,43.79,2189.45
Toyota,Coupe,Automatic,Diesel,First,2006,1348,294747,62.96,3147.85
BMW,MPV,Manual,Petrol,First,2009,3350,191168,37.90,1894.86
BMW,Coupe,Automatic,Diesel,Second,2017,2925,91864,307.27,15363.34
Toyota,SUV,Automatic,Diesel,First,2024,1545,19699,430.06,21503.10
Ferrari,Sedan,Automatic,Petrol,First,2017,5526,140288,1944.25,97212.69
BMW,SUV,Manual,Diesel,Third,2011,2463,170268,60.02,3000.78
Mercedes,MPV,Automatic,Petrol,Second,2013,3991,167376,65.11,3255.52
Porsche,SUV,Automatic,Petrol,First,2020,2042,67950,1285.07,64253.50
Daihatsu,Hatchback,Manual,Diesel,Third,2014,1130,120208,34.21,1710.38
Mercedes,MPV,Automatic,Diesel,Third,2023,2872,26072,777.89,38894.31
Suzuki,Hatchback,Manual,Petrol,Second,2012,1790,132639,64.15,3207.70
Mazda,Coupe,Manual,Petrol,Second,2008,1161,231217,47.04,2351.87
BMW,Sedan,Automatic,Petrol,First,2009,3735,201840,28.21,1410.72
Daihatsu,Coupe,Automatic,Petrol,Third,2009,2225,170256,38.74,1937.15
Daihatsu,Coupe,Automatic,Diesel,First,2020,1339,61070,204.42,10221.00
Ferrari,SUV,Manual,Petrol,Second,2017,4741,110176,1992.04,99601.90
Porsche,Coupe,Manual,Diesel,First,2006,1964,219279,123.91,6195.28
Suzuki,Sedan,Automatic,Diesel,Second,2018,1582,79464,92.78,4638.85
Porsche,Sedan,Automatic,Hybrid,First,2024,2221,17757,1811.62,90580.91
Audi,SUV,Automatic,Hybrid,Third,2007,1893,326304,62.40,3120.03
Porsche,Sedan,Automatic,Petrol,First,2018,1942,96474,840.65,42032.65
Ferrari,SUV,Automatic,Hybrid,Third,2008,5526,181152,666.27,33313.41
BMW,Sedan,Automatic,Hybrid,Third,2020,2545,52330,445.99,22299.39
Toyota,Hatchback,Automatic,Hybrid,Second,2018,1001,119175,94.67,4733.42
Suzuki,Coupe,Automatic,Petrol,Third,2020,1616,53160,216.08,10803.77
Toyota,Sedan,Automatic,Petrol,Third,2008,1487,182750,24.18,1209.05
Daihatsu,MPV,Automatic,Hybrid,Third,2005,1856,296660,51.68,2584.11
VW,Sedan,Manual,Hybrid,First,2016,1786,162522,94.21,4710.58
Daihatsu,SUV,Manual,Diesel,Second,2013,1246,196116,69.79,3489.40
Mazda,Sedan,Manual,Hybrid,Third,2019,1731,87306,177.95,8897.46
Porsche,MPV,Manual,Diesel,First,2016,1890,146511,568.18,28409.05
Toyota,Sedan,Manual,Hybrid,Second,2005,2441,348360,50.51,2525.65
Porsche,Hatchback,Automatic,Petrol,First,2024,1633,13168,1658.86,82943.12
BMW,Sedan,Automatic,Hybrid,Second,2021,2595,56364,585.51,29275.62
Suzuki,Hatchback,Manual,Hybrid,First,2019,1876,62664,221.44,11072.24
Suzuki,Coupe,Manual,Petrol,Second,2005,1000,384980,51.62,2581.19
Honda,SUV,Automatic,Petrol,Third,2020,1416,66000,211.32,10566.11
Toyota,Hatchback,Automatic,Diesel,Third,2015,2452,129430,81.82,4090.81
Honda,Sedan,Manual,Diesel,Third,2012,2065,154869,58.66,2933.21
Toyota,SUV,Manual,Hybrid,Second,2020,1009,73025,165.93,8296.60
Mercedes,Hatchback,Manual,Petrol,Second,2024,2778,11928,1028.12,51406.06
Porsche,Hatchback,Manual,Hybrid,Second,2016,2142,176769,566.35,28317.61
Honda,MPV,Manual,Petrol,Second,2008,1119,269620,50.92,2545.81
Honda,Sedan,Manual,Petrol,Second,2013,1473,184092,77.84,3892.00
Honda,Coupe,Automatic,Diesel,Second,2018,1653,112518,167.22,8361.18
Audi,Hatchback,Manual,Petrol,First,2017,1094,125672,234.72,11736.04
BMW,SUV,Automatic,Hybrid,Third,2022,2204,34071,692.68,34633.87
Mercedes,SUV,Manual,Hybrid,Second,2015,2577,197640,108.82,5441.17
Porsche,SUV,Manual,Diesel,Third,2013,1714,223092,302.22,15111.21
Toyota,Hatchback,Automatic,Diesel,Third,2020,1004,78575,83.69,4184.43
Mercedes,Hatchback,Manual,Diesel,First,2012,3729,227994,55.42,2770.85
Mercedes,Hatchback,Manual,Petrol,First,2006,2729,290719,55.72,2786.24
Toyota,MPV,Automatic,Petrol,Third,2007,1718,319914,63.73,3186.32
Toyota,Sedan,Manual,Hybrid,Second,2016,2242,135603,95.27,4763.53
Toyota,Coupe,Automatic,Diesel,First,2024,2080,18217,558.04,27902.05
Mazda,Coupe,Manual,Diesel,Third,2009,1692,164160,70.57,3528.63
Suzuki,MPV,Automatic,Hybrid,Second,2011,2380,212324,62.31,3115.44
Suzuki,SUV,Automatic,Petrol,Third,2024,2161,18233,389.31,19465.64
Daihatsu,Sedan,Automatic,Hybrid,Third,2011,1920,142170,50.34,2517.08
Toyota,Sedan,Automatic,Hybrid,Third,2023,1238,35856,239.45,11972.33
Mercedes,Sedan,Manual,Hybrid,First,2005,2450,268120,62.75,3137.51
Ferrari,Coupe,Manual,Hybrid,Second,2021,4418,62096,3407.50,170374.78
Porsche,MPV,Automatic,Diesel,Third,2021,1870,45752,957.64,47881.76
Porsche,SUV,Manual,Diesel,Third,2023,2492,34726,1491.57,74578.27
Porsche,SUV,Automatic,Hybrid,Third,2019,2222,96738,964.78,48239.05
Suzuki,Hatchback,Manual,Diesel,First,2013,2448,239004,41.13,2056.62
Audi,Sedan,Automatic,Hybrid,First,2009,1040,218256,57.13,2856.41
Mercedes,Sedan,Manual,Diesel,Third,2018,2192,102956,237.93,11896.28
Porsche,Coupe,Manual,Diesel,First,2009,2141,235984,221.64,11082.23
Audi,SUV,Manual,Petrol,First,2015,1416,143270,258.52,12925.75
Mercedes,SUV,Automatic,Petrol,Second,2016,2127,144846,167.11,8355.54
Suzuki,Sedan,Automatic,Diesel,Second,2013,1468,179796,39.02,1950.87
Porsche,MPV,Automatic,Hybrid,Third,2024,1666,10929,1363.29,68164.66
Suzuki,Coupe,Automatic,Diesel,Third,2008,1374,300118,53.94,2697.09
VW,Coupe,Manual,Petrol,Third,2005,2068,329660,61.84,3091.97
Mazda,MPV,Automatic,Petrol,First,2011,1204,257376,44.87,2243.45
BMW,MPV,Automatic,Hybrid,Third,2021,3701,45428,620.15,31007.27
Audi,Hatchback,Manual,Diesel,First,2011,1538,237188,32.80,1640.24
BMW,SUV,Manual,Petrol,Third,2007,3287,235530,74.56,3727.98
Porsche,MPV,Manual,Hybrid,First,2024,1348,12086,1620.81,81040.43
Ferrari,Hatchback,Manual,Petrol,First,2020,4440,93935,2601.85,130092.63
Honda,MPV,Manual,Petrol,Third,2018,2417,90552,158.13,7906.46
Porsche,Hatchback,Manual,Petrol,First,2013,2309,125808,419.95,20997.71
Suzuki,Hatchback,Manual,Hybrid,First,2006,1632,243618,50.59,2529.66
Audi,Hatchback,Manual,Diesel,Third,2012,1009,145626,71.82,3590.95
Suzuki,Hatchback,Automatic,Hybrid,Third,2011,1584,204260,56.62,2831.12
Suzuki,Sedan,Automatic,Petrol,Second,2019,1490,62646,136.00,6799.98
Toyota,Coupe,Manual,Hybrid,Third,2016,2008,113121,115.19,5759.68
BMW,MPV,Manual,Hybrid,Second,2007,2989,298530,57.60,2880.01
Daihatsu,Hatchback,Manual,Diesel,First,2006,1881,376010,32.53,1626.62
Mercedes,Coupe,Automatic,Hybrid,Third,2005,2653,225480,59.33,2966.38
Porsche,SUV,Manual,Diesel,First,2024,1980,19989,2006.91,100345.57
Suzuki,Hatchback,Manual,Petrol,Second,2020,1386,77720,98.17,4908.68
BMW,MPV,Manual,Hybrid,Second,2024,2132,17761,876.53,43826.40
Daihatsu,Coupe,Manual,Hybrid,Second,2023,2472,20846,482.64,24131.82
Suzuki,SUV,Automatic,Hybrid,Second,2016,1367,158733,57.35,2867.63
Audi,SUV,Automatic,Petrol,Second,2011,2061,232092,59.67,2983.48
Audi,Coupe,Manual,Hybrid,Second,2014,1325,113223,259.08,12953.76
Mercedes,SUV,Manual,Petrol,Third,2022,2614,30267,707.61,35380.67
Daihatsu,SUV,Automatic,Hybrid,Second,2021,1665,46080,265.72,13286.01
Daihatsu,Hatchback,Automatic,Diesel,Third,2009,2289,280688,41.70,2084.82
Honda,MPV,Automatic,Hybrid,Second,2020,1155,59550,186.26,9312.93
Mazda,SUV,Manual,Diesel,Second,2019,1834,94206,219.51,10975.30
Mazda,Sedan,Manual,Diesel,First,2015,1827,166000,44.48,2223.93
VW,SUV,Manual,Petrol,First,2017,1941,110032,202.43,10121.31
Suzuki,MPV,Automatic,Diesel,First,2007,1623,291528,66.76,3337.79
Suzuki,SUV,Manual,Petrol,Second,2022,1230,34194,213.32,10666.16
BMW,SUV,Automatic,Hybrid,First,2009,3814,210176,44.61,2230.34
Toyota,MPV,Automatic,Hybrid,Second,2010,1698,298365,70.36,3517.78
Mazda,Coupe,Manual,Diesel,First,2015,1555,164300,73.64,3681.81
Mercedes,Sedan,Automatic,Hybrid,Second,2008,3638,321130,50.08,2504.01
Suzuki,MPV,Automatic,Hybrid,Third,2012,2114,216879,40.22,2010.77
Mercedes,Coupe,Manual,Diesel,Third,2020,2383,77280,505.76,25287.82
Suzuki,Hatchback,Automatic,Diesel,First,2015,2260,125730,86.97,4348.51
Toyota,SUV,Automatic,Diesel,Second,2005,2161,345020,53.96,2698.23
Suzuki,Hatchback,Manual,Petrol,First,2016,2394,114426,80.38,4019.10
Mercedes,Sedan,Manual,Diesel,Second,2023,2081,27420,769.53,38476.68
Porsche,Hatchback,Automatic,Petrol,Third,2022,2344,47973,1134.19,56709.39
VW,SUV,Automatic,Diesel,Second,2010,1509,188190,36.35,1817.59
Porsche,Sedan,Automatic,Hybrid,First,2013,2295,203100,404.34,20216.76
Toyota,MPV,Manual,Petrol,Third,2012,1826,164801,73.53,3676.70
Ferrari,Sedan,Automatic,Hybrid,Second,2008,6327,215322,593.71,29685.64
Porsche,MPV,Manual,Diesel,First,2010,1310,274950,94.50,4724.87
Porsche,Hatchback,Automatic,Petrol,Second,2016,1795,91872,575.49,28774.59
Suzuki,Coupe,Manual,Diesel,Second,2022,1632,40863,300.86,15043.03
Toyota,SUV,Automatic,Diesel,Third,2010,2009,203130,43.90,2195.22
Daihatsu,Sedan,Manual,Petrol,First,2009,1611,245440,36.76,1837.92
BMW,Sedan,Manual,Hybrid,First,2008,3674,186558,68.45,3422.58
Toyota,SUV,Automatic,Petrol,First,2010,1773,163245,50.07,2503.46
Mazda,MPV,Automatic,Petrol,Second,2021,2240,67768,316.32,15816.03
Mercedes,MPV,Manual,Diesel,Third,2011,2706,156030,61.40,3069.87
Honda,MPV,Automatic,Hybrid,Third,2015,1391,180180,48.93,2446.47
Suzuki,Coupe,Manual,Petrol,Second,2020,1017,60155,141.66,7083.17
Daihatsu,Sedan,Manual,Hybrid,Second,2010,2396,208080,49.36,2468.18
Mazda,Coupe,Manual,Hybrid,First,2011,1490,259350,46.17,2308.73
Daihatsu,Sedan,Manual,Hybrid,Second,2023,1754,33258,301.76,15087.94
Porsche,Coupe,Automatic,Diesel,Second,2024,1844,18083,1959.70,97984.93
Suzuki,Coupe,Manual,Hybrid,Third,2021,1093,52540,188.05,9402.54
BMW,Hatchback,Manual,Petrol,First,2014,3485,200981,33.06,1653.19
Suzuki,Hatchback,Manual,Diesel,Third,2016,2172,126765,70.88,3544.13
BMW,SUV,Manual,Hybrid,Third,2021,3761,55656,666.27,33313.73
Suzuki,SUV,Manual,Diesel,Third,2023,1823,34432,291.48,14573.90
BMW,SUV,Manual,Petrol,Second,2019,2153,83148,361.36,18068.04
Toyota,SUV,Automatic,Petrol,Third,2013,2206,232380,43.78,2189.11
BMW,MPV,Manual,Petrol,First,2021,3009,43812,639.26,31963.01
Ferrari,Sedan,Manual,Hybrid,First,2007,5354,195066,551.43,27571.25
Audi,Sedan,Manual,Diesel,Third,2013,2177,178500,86.39,4319.69
BMW,SUV,Manual,Hybrid,Third,2017,2433,93936,259.86,12993.14
Porsche,Coupe,Automatic,Hybrid,Second,2022,2129,34302,1624.11,81205.35
Mercedes,MPV,Manual,Hybrid,First,2005,3525,327320,74.55,3727.68
BMW,Coupe,Automatic,Petrol,First,2014,2496,214995,38.11,1905.62
VW,Sedan,Automatic,Petrol,Third,2012,1164,247338,41.14,2057.01
BMW,SUV,Manual,Hybrid,Second,2019,2321,77658,441.57,22078.39
Audi,Coupe,Automatic,Petrol,First,2022,2181,43692,982.79,49139.52
Daihatsu,Hatchback,Automatic,Diesel,Second,2019,2346,93936,184.56,9228.20
Audi,Sedan,Manual,Diesel,First,2024,1033,10204,771.12,38556.12
Suzuki,MPV,Automatic,Petrol,First,2009,2066,245008,40.03,2001.43
Honda,SUV,Manual,Diesel,Third,2019,1346,61242,142.09,7104.29
Honda,Hatchback,Automatic,Hybrid,Third,2013,1173,222924,57.08,2854.09
VW,Hatchback,Manual,Petrol,Third,2012,1821,232869,62.62,3130.85
Daihatsu,MPV,Automatic,Hybrid,Third,2008,2089,298333,44.64,2232.02
Toyota,Hatchback,Manual,Diesel,First,2005,1113,289720,37.71,1885.73
Daihatsu,SUV,Manual,Petrol,Second,2019,2096,114540,156.00,7800.08
Ferrari,Coupe,Manual,Diesel,First,2006,5654,310270,489.75,24487.57
VW,Hatchback,Automatic,Hybrid,Second,2013,1585,151008,68.96,3448.00
BMW,Coupe,Manual,Diesel,Second,2015,3683,185320,133.83,6691.48
VW,SUV,Automatic,Petrol,First,2014,1831,155573,97.49,4874.45
Suzuki,Coupe,Manual,Diesel,Third,2024,1655,11355,352.10,17605.18
BMW,MPV,Manual,Petrol,Second,2009,3566,208992,55.93,2796.37
Porsche,MPV,Automatic,Hybrid,Second,2018,1058,89110,703.16,35157.79
Daihatsu,MPV,Manual,Hybrid,Third,2007,1568,333882,34.44,1722.16
BMW,Sedan,Manual,Hybrid,Third,2009,3779,195888,59.81,2990.48
Daihatsu,SUV,Manual,Hybrid,First,2015,2299,165720,91.33,4566.53
Toyota,Coupe,Manual,Petrol,First,2016,1196,179721,50.39,2519.70
BMW,Sedan,Manual,Hybrid,Third,2016,3164,177984,121.38,6068.84
Mercedes,Sedan,Automatic,Hybrid,First,2017,3589,101336,351.04,17552.16
BMW,Coupe,Manual,Petrol,Third,2013,3237,166320,44.05,2202.51
Suzuki,Hatchback,Manual,Diesel,Second,2008,1986,227630,48.31,2415.43
Daihatsu,Hatchback,Manual,Petrol,Third,2018,2213,80563,108.93,5446.43
Mercedes,Sedan,Manual,Petrol,First,2009,2314,173312,39.49,1974.63
Daihatsu,Coupe,Manual,Diesel,Second,2006,2336,274949,54.41,2720.54
BMW,Hatchback,Manual,Petrol,Second,2017,2996,146512,200.52,10026.07
VW,Hatchback,Manual,Diesel,First,2007,2492,291240,61.35,3067.46
Honda,MPV,Manual,Hybrid,First,2007,1170,247950,64.60,3229.89
Daihatsu,Sedan,Automatic,Diesel,Second,2005,1058,334240,71.35,3567.54
Daihatsu,MPV,Manual,Petrol,Third,2010,2374,254880,68.19,3409.49
BMW,SUV,Manual,Diesel,First,2017,2422,93184,285.09,14254.47
Toyota,Sedan,Manual,Hybrid,Second,2008,1027,254541,71.58,3579.11
Mazda,Sedan,Automatic,Petrol,Second,2015,1456,193940,37.05,1852.58
Toyota,SUV,Manual,Petrol,Third,2020,1400,89270,142.72,7136.23
Daihatsu,Hatchback,Automatic,Diesel,Second,2022,1547,34848,232.44,11621.94
Mercedes,Sedan,Manual,Diesel,First,2022,2285,54504,717.88,35893.85
Mercedes,Sedan,Manual,Hybrid,Third,2010,2208,198420,32.18,1608.93
Suzuki,Sedan,Automatic,Petrol,Third,2010,1513,278370,33.77,1688.26
Porsche,SUV,Automatic,Diesel,First,2022,2209,54777,1663.11,83155.67
Mercedes,Hatchback,Manual,Petrol,Third,2009,3349,262272,64.80,3240.13
Mercedes,MPV,Manual,Hybrid,Second,2013,2229,177108,46.92,2345.90
Honda,Coupe,Automatic,Petrol,First,2007,1264,341928,44.71,2235.33
Suzuki,Sedan,Manual,Hybrid,First,2018,1809,93079,162.66,8132.85
Mazda,Coupe,Manual,Hybrid,First,2008,1589,242148,43.57,2178.54
Porsche,MPV,Manual,Diesel,Third,2016,1541,146898,460.28,23013.95
VW,Sedan,Manual,Hybrid,Second,2024,2196,13970,567.82,28390.75
Mercedes,MPV,Manual,Diesel,Third,2023,2406,23616,719.77,35988.61
Porsche,MPV,Automatic,Petrol,Second,2015,2299,108570,525.26,26263.24
Toyota,MPV,Automatic,Diesel,Third,2006,1149,336737,55.15,2757.73
Toyota,Coupe,Automatic,Diesel,Third,2005,1794,211360,55.15,2757.55
Audi,SUV,Manual,Petrol,Third,2024,1779,19732,855.46,42772.96
Daihatsu,Coupe,Automatic,Hybrid,First,2022,1647,50307,368.96,18448.15
Toyota,Hatchback,Manual,Diesel,Second,2019,1374,68448,111.24,5561.83
Daihatsu,MPV,Manual,Diesel,Second,2010,1746,236805,57.13,2856.58
Mercedes,SUV,Automatic,Hybrid,First,2018,2755,90972,472.27,23613.44
Suzuki,MPV,Manual,Petrol,Second,2005,1539,356660,31.54,1577.14
Audi,Coupe,Automatic,Hybrid,Third,2020,2437,90470,640.04,32001.85
Daihatsu,Coupe,Manual,Hybrid,Third,2016,2012,177516,76.38,3818.88
Suzuki,Sedan,Automatic,Diesel,Second,2010,1557,248550,61.51,3075.62
Honda,Hatchback,Automatic,Diesel,Second,2007,2247,264798,41.73,2086.48
Daihatsu,SUV,Manual,Diesel,Third,2020,1899,93275,140.08,7003.95
VW,Hatchback,Manual,Hybrid,Third,2020,1456,72165,201.53,10076.49
BMW,Hatchback,Manual,Hybrid,First,2010,3596,239355,42.62,2130.79
Audi,SUV,Automatic,Hybrid,Third,2013,2485,211152,187.13,9356.45
Porsche,Hatchback,Automatic,Diesel,First,2009,1112,252960,79.30,3965.05
Daihatsu,Hatchback,Manual,Petrol,Second,2016,2483,140886,74.56,3728.10
Mercedes,MPV,Manual,Diesel,Second,2024,2541,16443,980.03,49001.73
Mercedes,Hatchback,Automatic,Diesel,First,2008,3484,206669,60.44,3021.82
Honda,MPV,Automatic,Hybrid,First,2019,1823,72672,258.00,12899.84
Honda,SUV,Manual,Hybrid,Third,2019,2382,81486,273.98,13699.22
Toyota,Sedan,Automatic,Petrol,First,2007,1333,324000,22.07,1103.29
VW,SUV,Automatic,Diesel,Second,2016,1351,164403,66.61,3330.64
Toyota,SUV,Manual,Petrol,First,2008,2093,252603,59.61,2980.46
Ferrari,Coupe,Automatic,Diesel,Second,2005,4477,350120,345.75,17287.65
Audi,SUV,Automatic,Hybrid,Second,2018,1109,87227,422.61,21130.52
Honda,SUV,Manual,Petrol,Third,2018,2356,113869,180.25,9012.63
Daihatsu,Hatchback,Automatic,Petrol,Third,2005,1268,216180,60.06,3003.15
VW,MPV,Automatic,Hybrid,Second,2022,1038,42483,305.93,15296.58
Ferrari,SUV,Manual,Hybrid,Third,2013,6362,211656,1157.64,57882.10
BMW,Hatchback,Manual,Hybrid,Second,2006,3627,364800,31.93,1596.43
Toyota,Coupe,Manual,Hybrid,Second,2017,2327,88712,233.08,11654.08
Toyota,Hatchback,Automatic,Diesel,Second,2005,1087,329040,31.73,1586.62
BMW,SUV,Manual,Diesel,Second,2019,2894,60780,451.14,22557.03
Mazda,MPV,Manual,Hybrid,Third,2023,1379,39152,280.53,14026.26
Toyota,SUV,Automatic,Petrol,Third,2010,1511,283110,65.42,3271.03
Mazda,Hatchback,Manual,Petrol,First,2015,1276,119310,53.52,2675.96
Suzuki,Coupe,Automatic,Petrol,Third,2019,1023,93540,95.60,4779.77
Daihatsu,Sedan,Manual,Hybrid,Second,2006,1801,217056,68.89,3444.35
Toyota,Hatchback,Automatic,Petrol,Third,2023,2196,29568,335.68,16783.89
Toyota,Hatchback,Manual,Petrol,Third,2008,1626,297228,70.64,3531.93
Suzuki,Coupe,Automatic,Hybrid,Third,2015,2267,130600,119.25,5962.50
BMW,Hatchback,Manual,Petrol,First,2011,2940,273294,39.98,1999.11
Honda,Hatchback,Manual,Petrol,Second,2011,2423,240660,45.58,2278.89
BMW,SUV,Manual,Diesel,Third,2022,3844,53508,775.65,38782.54
Toyota,MPV,Automatic,Diesel,Third,2023,1952,32256,319.07,15953.63
Daihatsu,MPV,Automatic,Diesel,Third,2014,1099,205458,56.26,2813.00
Porsche,Sedan,Automatic,Diesel,Second,2005,2021,259780,44.93,2246.57
Ferrari,Hatchback,Manual,Hybrid,Second,2023,4294,28734,3325.34,166267.10
Mercedes,Hatchback,Manual,Diesel,Second,2017,2587,84256,230.21,11510.40
Mazda,Sedan,Manual,Petrol,First,2013,2408,154908,37.48,1873.81
Mercedes,MPV,Automatic,Petrol,Second,2005,2468,226500,65.89,3294.66
Audi,Hatchback,Manual,Diesel,Third,2016,1855,115641,245.73,12286.31
Daihatsu,Sedan,Automatic,Hybrid,Third,2021,1029,73044,120.75,6037.32
Porsche,Sedan,Manual,Petrol,Second,2006,1936,337535,46.74,2336.85
Mazda,Hatchback,Manual,Diesel,Second,2016,1215,171225,69.82,3490.83
Toyota,SUV,Manual,Petrol,Second,2011,1198,253442,21.42,1070.79
Daihatsu,SUV,Manual,Hybrid,Second,2005,1174,248540,53.32,2666.20
Mercedes,SUV,Manual,Hybrid,Third,2019,2019,86178,390.34,19516.99
Ferrari,Hatchback,Manual,Diesel,First,2017,6290,105040,2020.21,101010.53
Suzuki,Hatchback,Manual,Petrol,Second,2020,1885,56170,179.17,8958.30
BMW,Coupe,Manual,Hybrid,Third,2007,3449,202158,39.22,1960.93
Mercedes,Sedan,Manual,Petrol,Second,2012,3064,165997,43.49,2174.57
Porsche,Hatchback,Automatic,Diesel,Second,2014,1206,177837,333.19,16659.52
Mercedes,Sedan,Manual,Diesel,First,2010,3364,228165,54.02,2700.97
Mazda,Hatchback,Manual,Hybrid,Third,2008,2137,304453,56.87,2843.49
BMW,Hatchback,Manual,Petrol,Third,2022,2636,47979,549.99,27499.31
Daihatsu,Hatchback,Manual,Petrol,First,2013,1294,135132,42.09,2104.31
Mercedes,Hatchback,Manual,Hybrid,Third,2021,2592,71832,503.64,25182.15
BMW,SUV,Automatic,Petrol,Third,2020,2045,64650,439.04,21952.07
Ferrari,SUV,Manual,Petrol,Third,2009,4358,294976,552.06,27603.22
Honda,Sedan,Manual,Hybrid,Second,2024,1962,14787,454.82,22740.88
BMW,Coupe,Manual,Petrol,Second,2013,3514,137484,88.91,4445.61
Toyota,Hatchback,Manual,Petrol,Second,2006,1684,351766,58.02,2900.75
Toyota,MPV,Automatic,Diesel,Third,2005,1951,282580,57.98,2899.16
Ferrari,Sedan,Manual,Petrol,Second,2015,6248,158630,1395.96,69797.89
